Title,Body,Tags,Id,Score,ViewCount,FavoriteCount,AnswerCount
"Send HTTP POST request in .NET","<p>How can I make an HTTP <a href=""https://en.wikipedia.org/wiki/POST_%28HTTP%29"" rel=""noreferrer"">POST</a> request and send data in the body?</p>
","<c#><.net><post><httpwebrequest><httprequest>","4015324","1497","2545868","","17"
"Converting 'ArrayList<String> to 'String[]' in Java","<p>How might I convert an <code>ArrayList&lt;String&gt;</code> object to a <code>String[]</code> array in Java?</p>
","<java><arrays><string><arraylist><collections>","4042434","1297","986001","","17"
"Get the value in an input text box","<p>What are the ways to get and render an input value using jQuery?</p>

<p>Here is one: </p>

<p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""true"" data-babel=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-js lang-js prettyprint-override""><code>$(document).ready(function() {
  $(""#txt_name"").keyup(function() {
    alert($(this).val());
  });
})</code></pre>
<pre class=""snippet-code-html lang-html prettyprint-override""><code>&lt;script src=""https://cdnjs.cloudflare.com/ajax/libs/jquery/1.4.3/jquery.min.js""&gt;&lt;/script&gt;
&lt;input type=""text"" id=""txt_name"" /&gt;</code></pre>
</div>
</div>
</p>
","<html><jquery><jquery-selectors><textinput><html-input>","4088467","1127","2834507","","13"
"How to concatenate string variables in Bash","<p>In PHP, strings are concatenated together as follows:</p>
<pre><code>$foo = &quot;Hello&quot;;
$foo .= &quot; World&quot;;
</code></pre>
<p>Here, <code>$foo</code> becomes <code>&quot;Hello World&quot;</code>.</p>
<p>How is this accomplished in Bash?</p>
","<bash><shell><syntax><concatenation><string-concatenation>","4181703","3603","5291159","","31"
"Message 'src refspec master does not match any' when pushing commits in Git","<p>I clone my repository with:</p>
<pre><code>git clone ssh://xxxxx/xx.git 
</code></pre>
<p>But after I change some files and <code>add</code> and <code>commit</code> them, I want to push them to the server:</p>
<pre class=""lang-bash prettyprint-override""><code>git add xxx.php
git commit -m &quot;TEST&quot;
git push origin master
</code></pre>
<p>But the error I get back is:</p>
<pre class=""lang-none prettyprint-override""><code>error: src refspec master does not match any.  
error: failed to push some refs to 'ssh://xxxxx.com/project.git'
</code></pre>
","<git><git-commit><git-clone><git-add><git-refspec>","4181861","4235","5042286","","104"
"What is a correct MIME type for .docx, .pptx, etc.?","<p>For older *.doc documents, this was enough:</p>
<pre><code>header(&quot;Content-Type: application/msword&quot;);
</code></pre>
<p>What MIME type should I use for new .docx documents? Also, for pptx and xlsx documents?</p>
","<excel><ms-word><ms-office><powerpoint><mime-types>","4212861","1355","1026058","","10"
"Java string to date conversion","<p>What is the best way to convert a <code>String</code> in the format 'January 2, 2010' to a <code>Date</code> in Java?</p>

<p>Ultimately, I want to break out the month, the day, and the year as integers so that I can use</p>

<pre><code>Date date = new Date();
date.setMonth()..
date.setYear()..
date.setDay()..
date.setlong currentTime = date.getTime();
</code></pre>

<p>to convert the date into time.</p>
","<java><string><date><time><data-conversion>","4216745","1020","2527601","","17"
"""Notice: Undefined variable"", ""Notice: Undefined index"", ""Warning: Undefined array key"", and ""Notice: Undefined offset"" using PHP","<p>I'm running a PHP script and continue to receive errors like:</p>
<blockquote>
<p>Notice: Undefined variable: my_variable_name in C:\wamp\www\mypath\index.php on line 10</p>
<p>Notice: Undefined index: my_index C:\wamp\www\mypath\index.php on line 11</p>
<p>Warning: Undefined array key &quot;my_index&quot; in C:\wamp\www\mypath\index.php on line 11</p>
</blockquote>
<p>Line 10 and 11 looks like this:</p>
<pre><code>echo &quot;My variable value is: &quot; . $my_variable_name;
echo &quot;My index value is: &quot; . $my_array[&quot;my_index&quot;];
</code></pre>
<p>What is the meaning of these error messages?</p>
<p>Why do they appear all of a sudden? I used to use this script for years and I've never had any problem.</p>
<p>How do I fix them?</p>
<hr/>
<blockquote>
<p><sub><strong>This is a General Reference question</strong> for people to link to as duplicate, instead of having to explain the issue over and over again. I feel this is necessary because most real-world answers on this issue are very specific. </sub></p>
<p><sub>Related Meta discussion:</sub></p>
<ul>
<li><sub><a href=""https://meta.stackexchange.com/questions/62258/what-can-be-done-about-repetitive-questions"">What can be done about repetitive questions?</a></sub></li>
<li><sub><a href=""https://meta.stackexchange.com/questions/63762/do-reference-questions-make-sense"">Do “reference questions” make sense?</a></sub></li>
</ul>
</blockquote>
","<php><arrays><variables><warnings><undefined-index>","4261133","1374","2211594","","29"
"DateTime vs DateTimeOffset","<p>What is the difference between a <code>DateTime</code> and a <code>DateTimeOffset</code> and when should one be used?</p>
<hr />
<p>Currently, we have a standard way of dealing with .NET <code>DateTime</code>s in a TimeZone-aware way: Whenever we produce a <code>DateTime</code> we do it in UTC (e.g. using <code>DateTime.UtcNow</code>), and whenever we display one, we convert back from UTC to the user's local time.</p>
<p>That works fine, but I've been reading about <code>DateTimeOffset</code> and how it captures the local and UTC time in the object itself.</p>
","<c#><.net><datetime><timezone><datetimeoffset>","4331189","1163","482771","","11"
"What is the difference between public, private, and protected?","<p>When and why should I use <code>public</code>, <code>private</code>, and <code>protected</code> functions and variables inside a class? What is the difference between them?</p>

<p>Examples:</p>

<pre><code>// Public
public $variable;
public function doSomething() {
  // ...
}

// Private
private $variable;
private function doSomething() {
  // ...
}

// Protected
protected $variable;
protected function doSomething() {
  // ...
}
</code></pre>
","<php><oop><private><public><protected>","4361553","1145","642657","","16"
"How do I check if a string contains a specific word?","<p>Consider:</p>

<pre><code>$a = 'How are you?';

if ($a contains 'are')
    echo 'true';
</code></pre>

<p>Suppose I have the code above, what is the correct way to write the statement <code>if ($a contains 'are')</code>?</p>
","<php><string><substring><contains><string-matching>","4366730","2651","6832157","","36"
"Android SDK installation doesn't find JDK","<p>I'm trying to install the Android SDK on my Windows 7 x64 System.  </p>

<p><code>jdk-6u23-windows-x64.exe</code> is installed, but the <strong>Android SDK</strong> setup refuses to proceed because it doesn't find the <strong>JDK</strong> installation.</p>

<p>Is this a known issue? And is there a solution?</p>

<p><img src=""https://i.sstatic.net/pZjuL.jpg"" alt=""SDK Error""></p>
","<java><android><sdk><windows-7-x64><jdk6>","4382178","1244","451461","","45"
"Who is listening on a given TCP port on Mac OS X?","<p>On Linux, I can use <code>netstat -pntl | grep $PORT</code> or <code>fuser -n tcp $PORT</code> to find out which process (PID) is listening on the specified TCP port. How do I get the same information on Mac OS X?</p>
","<macos><tcp><network-programming><netstat><listen>","4421633","2196","1944065","","19"
"What is a NullReferenceException, and how do I fix it?","<p>I have some code and when it executes, it throws a <code>NullReferenceException</code>, saying:</p>

<blockquote>
  <p>Object reference not set to an instance of an object.</p>
</blockquote>

<p>What does this mean, and what can I do to fix this error?</p>
","<c#><.net><vb.net><null><nullreferenceexception>","4660142","1866","2428857","","26"
"Reading a plain text file in Java","<p>It seems there are different ways to read and write data of files in Java.</p>
<p>I want to read ASCII data from a file. What are the possible ways and their differences?</p>
","<java><text><file-io><ascii><text-files>","4716503","1079","2706350","","31"
"How do you use bcrypt for hashing passwords in PHP?","<p>Every now and then I hear the advice ""Use bcrypt for storing passwords in PHP, bcrypt rules"".</p>

<p>But what is <code>bcrypt</code>? PHP doesn't offer any such functions, Wikipedia babbles about a file-encryption utility and Web searches just reveal a few implementations of <a href=""http://en.wikipedia.org/wiki/Blowfish_%28cipher%29"" rel=""noreferrer"">Blowfish</a> in different languages. Now Blowfish is also available in PHP via <code>mcrypt</code>, but how does that help with storing passwords? Blowfish is a general purpose cipher, it works two ways. If it could be encrypted, it can be decrypted. Passwords need a one-way hashing function.</p>

<p>What is the explanation?</p>
","<php><passwords><cryptography><password-protection><bcrypt>","4795385","1339","492999","","11"
"How to manually send HTTP POST requests from Firefox or Chrome browser","<p>I want to test some URLs in a web application I'm working on. For that I would like to manually create HTTP POST requests (meaning I can add whatever parameters I like).</p>
<p>Is there any functionality in Chrome and/or Firefox that I'm missing?</p>
","<ajax><google-chrome><firefox><browser><http-post>","4797534","1534","2163863","","20"
"Difference between text and varchar (character varying)","<p>What's the difference between the <code>text</code> data type and the <code>character varying</code> (<code>varchar</code>) data types?</p>

<p>According to <a href=""http://www.postgresql.org/docs/8.0/interactive/datatype-character.html"" rel=""noreferrer"">the documentation</a></p>

<blockquote>
  <p>If character varying is used without length specifier, the type accepts strings of any size. The latter is a PostgreSQL extension.</p>
</blockquote>

<p>and</p>

<blockquote>
  <p>In addition, PostgreSQL provides the text type, which stores strings of any length. Although the type text is not in the SQL standard, several other SQL database management systems have it as well.</p>
</blockquote>

<p>So what's the difference?</p>
","<string><postgresql><text><types><varchar>","4848964","1080","661166","","14"
"Remove rows with all or some NAs (missing values) in data.frame","<p>I'd like to remove the lines in this data frame that:</p>

<p>a) <strong>contain <code>NA</code>s across all columns.</strong> Below is my example data frame. </p>

<pre><code>             gene hsap mmul mmus rnor cfam
1 ENSG00000208234    0   NA   NA   NA   NA
2 ENSG00000199674    0   2    2    2    2
3 ENSG00000221622    0   NA   NA   NA   NA
4 ENSG00000207604    0   NA   NA   1    2
5 ENSG00000207431    0   NA   NA   NA   NA
6 ENSG00000221312    0   1    2    3    2
</code></pre>

<p>Basically, I'd like to get a data frame such as the following.</p>

<pre><code>             gene hsap mmul mmus rnor cfam
2 ENSG00000199674    0   2    2    2    2
6 ENSG00000221312    0   1    2    3    2
</code></pre>

<p>b) <strong>contain <code>NA</code>s in only some columns</strong>, so I can also get this result:</p>

<pre><code>             gene hsap mmul mmus rnor cfam
2 ENSG00000199674    0   2    2    2    2
4 ENSG00000207604    0   NA   NA   1    2
6 ENSG00000221312    0   1    2    3    2
</code></pre>
","<r><dataframe><filter><missing-data><r-faq>","4862178","1090","2430567","","20"
"How to add local jar files to a Maven project?","<p>How do I add local jar files (not yet part of the Maven repository) directly in my project's library sources?</p>
","<java><maven><dependencies><libraries><mvn-repo>","4955635","1683","1836999","","35"
"Which @NotNull Java annotation should I use?","<p>I'm looking to make my code more readable as well as use tooling like IDE code inspection and/or static code analysis (FindBugs and Sonar) to avoid NullPointerExceptions.  Many of the tools seem incompatible with each others' <code>@NotNull</code>/<code>@NonNull</code>/<code>@Nonnull</code> annotation and listing all of them in my code would be terrible to read.  Any suggestions of which one is the 'best'?  Here is the list of equivalent annotations I've found:</p>
<ul>
<li><p><strong><code>javax.validation.constraints.NotNull</code></strong><br />
<em>Created for runtime validation, not static analysis.</em><br />
<a href=""http://download.oracle.com/javaee/6/api/javax/validation/constraints/NotNull.html"" rel=""noreferrer"">documentation</a></p>
</li>
<li><p><strong><code>edu.umd.cs.findbugs.annotations.NonNull</code></strong><br />
<em>Used by <a href=""http://findbugs.sourceforge.net/"" rel=""noreferrer"">FindBugs</a> (<a href=""https://mailman.cs.umd.edu/pipermail/findbugs-discuss/2016-November/004321.html"" rel=""noreferrer"">dead project</a>) and its successor <a href=""https://spotbugs.github.io/"" rel=""noreferrer"">SpotBugs</a> static analysis and therefore Sonar (now <a href=""https://www.sonarqube.org/"" rel=""noreferrer"">Sonarqube</a>)</em><br />
<a href=""http://findbugs.sourceforge.net/manual/annotations.html"" rel=""noreferrer"">FindBugs documentation</a>, <a href=""https://spotbugs.readthedocs.io/en/stable/annotations.html"" rel=""noreferrer"">SpotBugs documentation</a></p>
</li>
<li><p><strong><code>javax.annotation.Nonnull</code></strong><br />
<em>This might work with FindBugs too, but <a href=""https://jcp.org/en/jsr/detail?id=305"" rel=""noreferrer"">JSR-305</a> is inactive. (See also: <a href=""https://stackoverflow.com/questions/2289694/what-is-the-status-of-jsr-305"">What is the status of JSR 305?</a>)</em>
<a href=""http://code.google.com/p/jsr-305/source/browse/trunk/ri/src/main/java/javax/annotation/Nonnull.java"" rel=""noreferrer"">source</a></p>
</li>
<li><p><strong><code>org.jetbrains.annotations.NotNull</code></strong><br />
<em>Used by IntelliJ IDEA IDE for static analysis.</em><br />
<a href=""https://www.jetbrains.com/help/idea/nullable-and-notnull-annotations.html"" rel=""noreferrer"">documentation</a></p>
</li>
<li><p><strong><code>lombok.NonNull</code></strong><br />
<em>Used to control code generation in <a href=""https://projectlombok.org/"" rel=""noreferrer"">Project Lombok</a>.</em><br />
<em>Placeholder annotation since there is no standard.</em><br />
<a href=""https://github.com/rzwitserloot/lombok/blob/master/src/core/lombok/NonNull.java"" rel=""noreferrer"">source</a>,
<a href=""https://projectlombok.org/features/NonNull.html"" rel=""noreferrer"">documentation</a></p>
</li>
<li><p><strong><code>androidx.annotation.NonNull</code></strong><br />
<em>Marker annotation available in Android, provided by annotation package</em><br />
<a href=""https://developer.android.com/reference/androidx/annotation/NonNull"" rel=""noreferrer"">documentation</a></p>
</li>
<li><p><strong><code>org.eclipse.jdt.annotation.NonNull</code></strong><br />
<em>Used by Eclipse for static code analysis</em><br />
<a href=""http://help.eclipse.org/oxygen/topic/org.eclipse.jdt.doc.user/tasks/task-improve_code_quality.htm"" rel=""noreferrer"">documentation</a></p>
</li>
</ul>
","<java><nullpointerexception><null><annotations><ide>","4963300","1388","456031","","26"
"Given two directory trees, how can I find out which files differ by content?","<p>If I want find the differences between two directory trees, I usually just execute:</p>

<pre><code>diff -r dir1/ dir2/
</code></pre>

<p>This outputs exactly what the differences are between corresponding files.  I'm interested in just getting a list of corresponding files whose content differs.  I assumed that this would simply be a matter of passing a command line option to <code>diff</code>, but I couldn't find anything on the man page.</p>

<p>Any suggestions?</p>
","<linux><bash><shell><unix><diff>","4997693","1044","758111","","10"
"Selecting and manipulating CSS pseudo-elements such as ::before and ::after using javascript (or jQuery)","<p>Is there any way to select/manipulate CSS pseudo-elements such as <code>::before</code> and <code>::after</code> (and the old version with one semi-colon) using jQuery?</p>
<p>For example, my stylesheet has the following rule:</p>
<pre class=""lang-css prettyprint-override""><code>.span::after{ content:'foo' }
</code></pre>
<p>How can I change 'foo' to 'bar' using vanilla JS or jQuery?</p>
","<javascript><jquery><css><jquery-selectors><pseudo-element>","5041494","1164","914486","","29"
"JavaScript check if variable exists (is defined/initialized)","<p>Which method of checking if a variable has been initialized is better/correct?
(Assuming the variable could hold anything (string, int, object, function, etc.))</p>
<pre><code>if (elem) { // or !elem
</code></pre>
<p>or</p>
<pre><code>if (typeof elem !== 'undefined') {
</code></pre>
<p>or</p>
<pre><code>if (elem != null) {
</code></pre>
","<javascript><function><variables><initialization><undefined>","5113374","2466","2684657","","31"
"Passing data between view controllers","<p>I'm new to iOS and Objective-C and the whole <a href=""https://en.wikipedia.org/wiki/Model%E2%80%93view%E2%80%93controller"" rel=""noreferrer"">MVC</a> paradigm and I'm stuck with the following:</p>
<p>I have a view that acts as a data entry form and I want to give the user the option to select multiple products. The products are listed on another view with a <code>UITableViewController</code> and I have enabled multiple selections.</p>
<p>How do I transfer the data from one view to another? I will be holding the selections on the <code>UITableView</code> in an array, but how do I then pass that back to the previous data entry form view so it can be saved along with the other data to Core Data on submission of the form?</p>
<p>I have surfed around and seen some people declare an array in the app delegate. I read something about <a href=""https://en.wikipedia.org/wiki/Singleton_pattern"" rel=""noreferrer"">singletons</a>, but I don't understand what these are and I read something about creating a data model.</p>
<p>What would be the correct way of performing this and how would I go about it?</p>
","<ios><objective-c><swift><model-view-controller><uiviewcontroller>","5210535","1503","527920","","44"
"Installing specific package version with pip","<p>I am trying to install version 1.2.2 of <code>MySQL_python</code>, using a fresh virtualenv created with the <code>--no-site-packages</code> option. The current version shown in PyPi is <a href=""http://pypi.python.org/pypi/MySQL-python/1.2.3"" rel=""noreferrer"">1.2.3</a>. Is there a way to install the older version? I have tried:</p>
<pre class=""lang-sh prettyprint-override""><code>pip install MySQL_python==1.2.2
</code></pre>
<p>However, when installed, it still shows <code>MySQL_python-1.2.3-py2.6.egg-info</code> in the site packages. Is this a problem specific to this package, or am I doing something wrong?</p>
","<python><mysql><pip><pypi><mysql-python>","5226311","2054","3147145","","12"
"Html.Partial vs Html.RenderPartial & Html.Action vs Html.RenderAction","<p>In ASP.NET MVC, what is the difference between:</p>

<ul>
<li><code>Html.Partial</code> and <code>Html.RenderPartial</code></li>
<li><code>Html.Action</code> and <code>Html.RenderAction</code></li>
</ul>
","<.net><asp.net-mvc><partial-views><renderpartial><renderaction>","5248183","1089","644814","","13"
"How do I escape curly-brace ({}) characters characters in a string while using .format?","<p>Non-working example:</p>
<pre><code>print(&quot; \{ Hello \} {0} &quot;.format(42))
</code></pre>
<p>Desired output:</p>
<pre class=""lang-none prettyprint-override""><code> {Hello} 42 
</code></pre>
","<python><string><format><string-formatting><curly-braces>","5466451","2689","1249509","","24"
"Converting an object to a string","<p>How can I convert a JavaScript object into a string?</p>

<p>Example:</p>

<pre><code>var o = {a:1, b:2}
console.log(o)
console.log('Item: ' + o)
</code></pre>

<p>Output:</p>

<blockquote>
  <p>Object { a=1, b=2} // very nice readable output :)<br>
  Item: [object Object] // no idea what's inside :(</p>
</blockquote>
","<javascript><string><object><serialization><tostring>","5612787","1246","2425587","","42"
"Disabling Chrome cache for website development","<p>I am modifying a site's appearance (CSS modifications) but can't see the result on Chrome because of annoying persistent cache. I tried <kbd>Shift</kbd>+refresh but it doesn't work.</p>

<p>How can I disable the cache temporarily or refresh the page in some way that I could see the changes?</p>
","<google-chrome><caching><browser><google-chrome-devtools><browser-cache>","5690269","1748","892533","","35"
"How can I revert uncommitted changes including files and folders?","<p>Is there a Git command to revert all uncommitted changes in a working tree and index and to also remove newly created files and folders?</p>
","<git><git-commit><git-reset><git-revert><git-clean>","5807137","1238","1034786","","14"
"How can I read a large text file line by line using Java?","<p>I need to read a large text file of around 5-6 GB line by line using Java.</p>

<p>How can I do this quickly?</p>
","<java><performance><file-io><io><text-files>","5868369","1019","1495056","","22"
".prop() vs .attr()","<p>So <a href=""http://api.jquery.com/category/version/1.6/"" rel=""noreferrer"">jQuery 1.6</a> has the new function <a href=""http://api.jquery.com/prop/"" rel=""noreferrer""><code>prop()</code></a>.</p>

<pre><code>$(selector).click(function(){
    //instead of:
    this.getAttribute('style');
    //do i use:
    $(this).prop('style');
    //or:
    $(this).attr('style');
})
</code></pre>

<p>or in this case do they do the same thing?</p>

<p>And if I <em>do</em> have to switch to using <code>prop()</code>, all the old <code>attr()</code> calls will break if i switch to 1.6?</p>

<p><strong>UPDATE</strong></p>

<p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""true"" data-babel=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-js lang-js prettyprint-override""><code>selector = '#id'

$(selector).click(function() {
    //instead of:
    var getAtt = this.getAttribute('style');
    //do i use:
    var thisProp = $(this).prop('style');
    //or:
    var thisAttr = $(this).attr('style');

    console.log(getAtt, thisProp, thisAttr);
});</code></pre>
<pre class=""snippet-code-html lang-html prettyprint-override""><code>&lt;script src=""https://ajax.googleapis.com/ajax/libs/jquery/1.6.0/jquery.min.js""&gt;&lt;/script&gt;
&lt;div id='id' style=""color: red;background: orange;""&gt;test&lt;/div&gt;</code></pre>
</div>
</div>
</p>

<p>(see also this fiddle: <a href=""http://jsfiddle.net/maniator/JpUF2/"" rel=""noreferrer"">http://jsfiddle.net/maniator/JpUF2/</a>)</p>

<p>The console logs the <code>getAttribute</code> as a string, and the <code>attr</code> as a string, but the <code>prop</code> as a <code>CSSStyleDeclaration</code>, Why? And how does that affect my coding in the future?</p>
","<javascript><jquery><dom><attr><prop>","5874652","2511","741407","","18"
"How to change the output color of echo in Linux","<p>I am trying to print a text in a red color in the terminal using echo command.</p>
<p>How can I do that?</p>
","<linux><bash><command-line><echo><terminal-color>","5947742","2830","2113585","","34"
"Cycles in family tree software","<p>I am the developer of some family tree software (written in C++ and Qt). I had no problems until one of my customers mailed me a bug report. The problem is that the customer has two children with their own daughter, and, as a result, he can't use my software because of errors.</p>

<p>Those errors are the result of my various assertions and invariants about the family graph being processed (for example, after walking a cycle, the program states that X can't be both father and grandfather of Y).</p>

<p>How can I resolve those errors without removing all data assertions?</p>
","<c++><graph><cycle><assertions><family-tree>","6163683","1585","296602","","18"
"Place cursor at the end of text in EditText","<p>I am changing the value of an <code>EditText</code> on <code>keyListener</code>.</p>

<p>But when I change the text the cursor is moving to the beginning of the <code>EditText</code>.
I need the cursor to be at the end of the text.</p>

<p>How to move the cursor to the end of the text in a <code>EditText</code>.</p>
","<java><android><kotlin><android-edittext><keylistener>","6217378","1071","377235","","29"
"Why doesn't GCC optimize a*a*a*a*a*a to (a*a*a)*(a*a*a)?","<p>I am doing some numerical optimization on a scientific application. One thing I noticed is that GCC will optimize the call <code>pow(a,2)</code> by compiling it into <code>a*a</code>, but the call <code>pow(a,6)</code> is not optimized and will actually call the library function <code>pow</code>, which greatly slows down the performance. (In contrast, <a href=""http://en.wikipedia.org/wiki/Intel_C++_Compiler"">Intel C++ Compiler</a>, executable <code>icc</code>, will eliminate the library call for <code>pow(a,6)</code>.) </p>

<p>What I am curious about is that when I replaced <code>pow(a,6)</code> with <code>a*a*a*a*a*a</code> using GCC 4.5.1 and options ""<code>-O3 -lm -funroll-loops -msse4</code>"", it uses 5 <code>mulsd</code> instructions:</p>

<pre><code>movapd  %xmm14, %xmm13
mulsd   %xmm14, %xmm13
mulsd   %xmm14, %xmm13
mulsd   %xmm14, %xmm13
mulsd   %xmm14, %xmm13
mulsd   %xmm14, %xmm13
</code></pre>

<p>while if I write <code>(a*a*a)*(a*a*a)</code>, it will produce</p>

<pre><code>movapd  %xmm14, %xmm13
mulsd   %xmm14, %xmm13
mulsd   %xmm14, %xmm13
mulsd   %xmm13, %xmm13
</code></pre>

<p>which reduces the number of multiply instructions to 3. <code>icc</code> has similar behavior.</p>

<p>Why do compilers not recognize this optimization trick?</p>
","<gcc><assembly><floating-point><compiler-optimization><fast-math>","6430448","2324","237660","","12"
"Git push requires username and password","<p>I cloned a Git repository from my GitHub account to my PC.</p>

<p>I want to work with both my PC and laptop, but with one GitHub account.</p>

<p>When I try to push to or pull from GitHub using my PC, it requires a username and password, but not when I'm using the laptop!</p>

<p>I don't want to type my username and password every time I interact with <code>origin</code>. What am I missing here?</p>
","<git><github><git-push><git-clone><git-pull>","6565357","1928","2136593","","31"
"What is the best way of implementing a singleton in Python?","<p>I have multiple classes which would become singletons (my use case is for a logger, but this is not important). I do not wish to clutter several classes with added gumph when I can simply inherit or decorate.</p>
<p>Best methods:</p>
<hr />
<h2>Method 1: A decorator</h2>
<pre><code>def singleton(class_):
    instances = {}
    def getinstance(*args, **kwargs):
        if class_ not in instances:
            instances[class_] = class_(*args, **kwargs)
        return instances[class_]
    return getinstance

@singleton
class MyClass(BaseClass):
    pass
</code></pre>
<p>Pros</p>
<ul>
<li>Decorators are additive in a way that is often more intuitive than multiple inheritance.</li>
</ul>
<p>Cons</p>
<ul>
<li><p>While objects created using <code>MyClass()</code> would be true singleton objects, <code>MyClass</code> itself is a function, not a class, so you cannot call class methods from it. Also for</p>
<pre class=""lang-py prettyprint-override""><code>x = MyClass();
y = MyClass();
t = type(n)();
</code></pre>
</li>
</ul>
<p>then <code>x == y</code> but <code>x != t &amp;&amp; y != t</code></p>
<hr />
<h2>Method 2: A base class</h2>
<pre><code>class Singleton(object):
    _instance = None
    def __new__(class_, *args, **kwargs):
        if not isinstance(class_._instance, class_):
            class_._instance = object.__new__(class_, *args, **kwargs)
        return class_._instance

class MyClass(Singleton, BaseClass):
    pass
</code></pre>
<p>Pros</p>
<ul>
<li>It's a true class</li>
</ul>
<p>Cons</p>
<ul>
<li>Multiple inheritance - eugh! <code>__new__</code> could be overwritten during inheritance from a second base class? One has to think more than is necessary.</li>
</ul>
<hr />
<h2>Method 3: A <a href=""https://stackoverflow.com/questions/100003/what-is-a-metaclass-in-python"">metaclass</a></h2>
<pre><code>class Singleton(type):
    _instances = {}
    def __call__(cls, *args, **kwargs):
        if cls not in cls._instances:
            cls._instances[cls] = super(Singleton, cls).__call__(*args, **kwargs)
        return cls._instances[cls]

#Python2
class MyClass(BaseClass):
    __metaclass__ = Singleton

#Python3
class MyClass(BaseClass, metaclass=Singleton):
    pass
</code></pre>
<p>Pros</p>
<ul>
<li>It's a true class</li>
<li>Auto-magically covers inheritance</li>
<li>Uses <code>__metaclass__</code> for its proper purpose (and made me aware of it)</li>
</ul>
<p>Cons</p>
<ul>
<li>Are there any?</li>
</ul>
<hr />
<h2>Method 4: decorator returning a class with the same name</h2>
<pre><code>def singleton(class_):
    class class_w(class_):
        _instance = None
        def __new__(class_, *args, **kwargs):
            if class_w._instance is None:
                class_w._instance = super(class_w,
                                    class_).__new__(class_,
                                                    *args,
                                                    **kwargs)
                class_w._instance._sealed = False
            return class_w._instance
        def __init__(self, *args, **kwargs):
            if self._sealed:
                return
            super(class_w, self).__init__(*args, **kwargs)
            self._sealed = True
    class_w.__name__ = class_.__name__
    return class_w

@singleton
class MyClass(BaseClass):
    pass
</code></pre>
<p>Pros</p>
<ul>
<li>It's a true class</li>
<li>Auto-magically covers inheritance</li>
</ul>
<p>Cons</p>
<ul>
<li>Is there not an overhead for creating each new class? Here we are creating two classes for each class we wish to make a singleton. While this is fine in my case, I worry that this might not scale. Of course there is a matter of debate as to whether it aught to be too easy to scale this pattern...</li>
<li>What is the point of the <code>_sealed</code> attribute</li>
<li>Can't call methods of the same name on base classes using <code>super()</code> because they will recurse. This means you can't customize <code>__new__</code> and can't subclass a class that needs you to call up to <code>__init__</code>.</li>
</ul>
<hr />
<h2>Method 5: a module</h2>
<p>a module file <code>singleton.py</code></p>
<p>Pros</p>
<ul>
<li>Simple is better than complex</li>
</ul>
<p>Cons</p>
<ul>
<li>Not lazily instantiated</li>
</ul>
<p><sub>This question is not for the discussion of whether or not the <a href=""http://en.wikipedia.org/wiki/Singleton_pattern"" rel=""noreferrer"">singleton design pattern</a> is desirable, is an anti-pattern, or for any religious wars, but to discuss how this pattern is best implemented in Python in such a way that is most Pythonic. In this instance I define 'most Pythonic' to mean that it follows the 'principle of least astonishment'.</sub></p>
","<python><singleton><decorator><base-class><metaclass>","6760685","1782","819041","","44"
"What's the difference between @Component, @Repository & @Service annotations in Spring?","<p>Can <a href=""https://docs.spring.io/spring-framework/docs/current/javadoc-api/org/springframework/stereotype/Component.html"" rel=""noreferrer""><code>@Component</code></a>, <a href=""https://docs.spring.io/spring-framework/docs/current/javadoc-api/org/springframework/stereotype/Repository.html"" rel=""noreferrer""><code>@Repository</code></a>, and <a href=""https://docs.spring.io/spring-framework/docs/current/javadoc-api/org/springframework/stereotype/Service.html"" rel=""noreferrer""><code>@Service</code></a> annotations be used interchangeably in Spring or do they provide any particular functionality besides acting as a notation device?</p>
<p>In other words, if I have a Service class and I change its annotation from <code>@Service</code> to <code>@Component</code>, will it still behave the same way?</p>
<p>Or does the annotation also influence the behavior and functionality of the class?</p>
","<java><spring><spring-mvc><annotations><inversion-of-control>","6827752","2636","1213897","","30"
"Download a single folder or directory from a GitHub repository","<p>How can I download only a specific folder or directory from a remote Git repository hosted on GitHub?</p>
<p>Say the example GitHub repository lives here:</p>
<pre class=""lang-none prettyprint-override""><code>git@github.com:foobar/Test.git
</code></pre>
<p>Its directory structure:</p>
<pre class=""lang-none prettyprint-override""><code>Test/
├── foo/
│   ├── a.py
│   └── b.py
└── bar/
    ├── c.py
    └── d.py
</code></pre>
<p>I want to download only the <strong>foo</strong> folder and not clone the whole Test project.</p>
","<git><file><github><directory><repository>","7106012","2051","1858460","","49"
